line,from,to,trans,req_min,req_min+walk
JR中央・総武線各駅停車,津田沼,東京,0,30,42
JR中央・総武線各駅停車,幕張本郷,東京,1,39,51
JR中央・総武線各駅停車,幕張,東京,1,42,54
JR中央・総武線各駅停車,新検見川,東京,1,44,56
JR中央・総武線各駅停車,稲毛,東京,0,39,51
JR中央・総武線各駅停車,千葉,東京,0,43,55
JR中央本線,新宿,東京,0,14,26
JR中央本線,三鷹,東京,0,38,50
JR中央線,神田,東京,0,2,14
JR中央線,御茶ノ水,東京,0,4,16
JR中央線,四ツ谷,東京,0,9,21
JR中央線,新宿,東京,0,14,26
JR中央線,中野,東京,0,20,32
JR中央線,高円寺,東京,0,25,37
JR中央線,阿佐ケ谷,東京,0,27,39
JR中央線,荻窪,東京,0,30,42
JR中央線,西荻窪,東京,0,32,44
JR中央線,吉祥寺,東京,0,35,47
JR中央線,三鷹,東京,0,38,50
JR中央線,武蔵境,東京,0,40,52
JR中央線,東小金井,東京,0,43,55
JR中央線,武蔵小金井,東京,0,46,58
JR京浜東北線,大宮,東京,0,24,36
JR京浜東北線,さいたま新都心,東京,0,31,43
JR京浜東北線,北浦和,東京,0,47,59
JR京浜東北線,浦和,東京,0,26,38
JR京浜東北線,南浦和,東京,0,40,52
JR京浜東北線,蕨,東京,0,37,49
JR京浜東北線,西川口,東京,0,34,46
JR京浜東北線,川口,東京,0,31,43
JR京浜東北線,赤羽,東京,0,17,29
JR京浜東北線,東十条,東京,0,24,36
JR京浜東北線,王子,東京,0,21,33
JR京浜東北線,上中里,東京,0,19,31
JR京浜東北線,田端,東京,0,16,28
JR京浜東北線,西日暮里,東京,0,15,27
JR京浜東北線,日暮里,東京,0,13,25
JR京浜東北線,鶯谷,東京,0,11,23
JR京浜東北線,上野,東京,0,5,17
JR京浜東北線,御徒町,東京,0,7,19
JR京浜東北線,秋葉原,東京,0,4,16
JR京浜東北線,神田,東京,0,2,14
JR京浜東北線,有楽町,東京,0,2,14
JR京浜東北線,新橋,東京,0,3,15
JR京浜東北線,浜松町,東京,0,6,18
JR京浜東北線,田町,東京,0,9,21
JR京浜東北線,高輪ゲートウェイ,東京,0,11,23
JR京浜東北線,品川,東京,0,7,19
JR京浜東北線,大井町,東京,0,17,29
JR京浜東北線,大森,東京,0,20,32
JR京浜東北線,蒲田,東京,0,24,36
JR京浜東北線,川崎,東京,0,20,32
JR京浜東北線,鶴見,東京,0,33,45
JR京浜東北線,新子安,東京,0,37,49
JR京浜東北線,東神奈川,東京,0,40,52
JR京浜東北線,横浜,東京,0,30,42
JR京浜東北線,桜木町,東京,0,47,59
JR京浜東北線,大船,東京,0,47,59
JR京葉線,八丁堀,東京,0,2,14
JR京葉線,越中島,東京,0,4,16
JR京葉線,潮見,東京,0,7,19
JR京葉線,新木場,東京,0,9,21
JR京葉線,葛西臨海公園,東京,0,13,25
JR京葉線,舞浜,東京,0,16,28
JR京葉線,新浦安,東京,0,20,32
JR京葉線,市川塩浜,東京,0,23,35
JR京葉線,二俣新町,東京,0,28,40
JR京葉線,南船橋,東京,0,34,46
JR京葉線,新習志野,東京,0,35,47
JR京葉線,海浜幕張,東京,0,40,52
JR京葉線,検見川浜,東京,0,43,55
JR京葉線,稲毛海岸,東京,0,45,57
JR京葉線,蘇我,東京,0,34,46
JR八高線,小川町,東京,0,7,19
JR内房線,千葉,東京,0,43,55
JR内房線,本千葉,東京,0,47,59
JR内房線,蘇我,東京,0,34,46
JR内房線,浜野,東京,0,45,57
JR内房線,五井,東京,0,44,56
JR南武線,登戸,東京,1,40,52
JR南武線,宿河原,東京,1,46,58
JR南武線,久地,東京,1,44,56
JR南武線,津田山,東京,1,42,54
JR南武線,武蔵溝ノ口,東京,1,40,52
JR南武線,武蔵新城,東京,1,33,45
JR南武線,武蔵中原,東京,1,31,43
JR南武線,武蔵小杉,東京,0,18,30
JR南武線,向河原,東京,1,31,43
JR南武線,平間,東京,1,33,45
JR南武線,鹿島田,東京,0,31,43
JR南武線,矢向,東京,1,29,41
JR南武線,尻手,東京,1,27,39
JR南武線,川崎,東京,0,20,32
JR埼京線,大宮,東京,0,24,36
JR埼京線,北与野,東京,1,47,59
JR埼京線,南与野,東京,1,48,60
JR埼京線,中浦和,東京,1,46,58
JR埼京線,北戸田,東京,1,37,49
JR埼京線,戸田,東京,1,35,47
JR埼京線,戸田公園,東京,1,33,45
JR埼京線,浮間舟渡,東京,1,30,42
JR埼京線,北赤羽,東京,1,27,39
JR埼京線,赤羽,東京,0,17,29
JR埼京線,十条,東京,1,25,37
JR埼京線,板橋,東京,0,36,48
JR埼京線,池袋,東京,0,17,29
JR埼京線,新宿,東京,0,14,26
JR埼京線,渋谷,東京,0,26,38
JR埼京線,恵比寿,東京,0,24,36
JR埼京線,大崎,東京,0,16,28
JR埼京線,西大井,東京,0,13,25
JR埼京線,武蔵小杉,東京,0,18,30
JR埼京線,羽沢横浜国大,東京,1,38,50
JR外房線,千葉,東京,0,43,55
JR外房線,本千葉,東京,0,47,59
JR外房線,蘇我,東京,0,34,46
JR宇都宮線,蓮田,東京,0,47,59
JR宇都宮線,東大宮,東京,0,42,54
JR宇都宮線,土呂,東京,0,39,51
JR宇都宮線,大宮,東京,0,24,36
JR宇都宮線,さいたま新都心,東京,0,31,43
JR宇都宮線,浦和,東京,0,26,38
JR宇都宮線,赤羽,東京,0,17,29
JR宇都宮線,尾久,東京,0,12,24
JR宇都宮線,上野,東京,0,5,17
JR山手線,大崎,東京,0,16,28
JR山手線,五反田,東京,0,18,30
JR山手線,目黒,東京,0,21,33
JR山手線,恵比寿,東京,0,24,36
JR山手線,渋谷,東京,0,26,38
JR山手線,原宿,東京,0,29,41
JR山手線,代々木,東京,0,31,43
JR山手線,新宿,東京,0,14,26
JR山手線,新大久保,東京,0,32,44
JR山手線,高田馬場,東京,0,30,42
JR山手線,目白,東京,0,28,40
JR山手線,池袋,東京,0,17,29
JR山手線,大塚,東京,0,23,35
JR山手線,巣鴨,東京,0,21,33
JR山手線,駒込,東京,0,19,31
JR山手線,田端,東京,0,16,28
JR山手線,西日暮里,東京,0,15,27
JR山手線,日暮里,東京,0,13,25
JR山手線,鶯谷,東京,0,11,23
JR山手線,上野,東京,0,5,17
JR山手線,御徒町,東京,0,7,19
JR山手線,秋葉原,東京,0,4,16
JR山手線,神田,東京,0,2,14
JR山手線,有楽町,東京,0,2,14
JR山手線,新橋,東京,0,3,15
JR山手線,浜松町,東京,0,6,18
JR山手線,田町,東京,0,9,21
JR山手線,高輪ゲートウェイ,東京,0,11,23
JR山手線,品川,東京,0,7,19
JR川越線,大宮,東京,0,24,36
JR川越線,西大宮,東京,1,46,58
JR常磐線,取手,東京,0,48,60
JR常磐線,天王台,東京,0,44,56
JR常磐線,我孫子,東京,0,41,53
JR常磐線,柏,東京,0,36,48
JR常磐線,松戸,東京,0,27,39
JR常磐線,北千住,東京,0,18,30
JR常磐線,南千住,東京,0,15,27
JR常磐線,三河島,東京,0,12,24
JR常磐線,日暮里,東京,0,13,25
JR常磐線,上野,東京,0,5,17
JR常磐線各駅停車,綾瀬,東京,1,29,41
JR常磐線各駅停車,亀有,東京,1,32,44
JR常磐線各駅停車,金町,東京,1,34,46
JR常磐線各駅停車,松戸,東京,0,27,39
JR常磐線各駅停車,北松戸,東京,1,36,48
JR常磐線各駅停車,馬橋,東京,1,38,50
JR常磐線各駅停車,北小金,東京,1,42,54
JR常磐線各駅停車,南柏,東京,1,45,57
JR常磐線各駅停車,柏,東京,0,36,48
JR常磐線各駅停車,我孫子,東京,0,41,53
JR東海道線,新橋,東京,0,3,15
JR東海道線,品川,東京,0,7,19
JR東海道線,川崎,東京,0,20,32
JR東海道線,横浜,東京,0,30,42
JR東海道線,戸塚,東京,0,41,53
JR東海道線,大船,東京,0,47,59
JR東海道線,藤沢,東京,0,48,60
JR東海道線,小田原,東京,0,35,47
JR東海道線,熱海,東京,0,47,59
JR根岸線,大船,東京,0,47,59
JR根岸線,桜木町,東京,0,47,59
JR根岸線,横浜,東京,0,30,42
JR横浜線,町田,東京,1,45,57
JR横浜線,成瀬,東京,1,42,54
JR横浜線,長津田,東京,1,39,51
JR横浜線,十日市場,東京,1,36,48
JR横浜線,中山,東京,1,33,45
JR横浜線,鴨居,東京,1,29,41
JR横浜線,新横浜,東京,0,18,30
JR横浜線,菊名,東京,1,43,55
JR横浜線,大口,東京,1,41,53
JR横浜線,東神奈川,東京,0,40,52
JR横須賀線,新橋,東京,0,3,15
JR横須賀線,品川,東京,0,7,19
JR横須賀線,西大井,東京,0,13,25
JR横須賀線,武蔵小杉,東京,0,18,30
JR横須賀線,新川崎,東京,0,22,34
JR横須賀線,横浜,東京,0,30,42
JR横須賀線,保土ケ谷,東京,0,36,48
JR横須賀線,東戸塚,東京,0,40,52
JR横須賀線,戸塚,東京,0,41,53
JR横須賀線,大船,東京,0,47,59
JR武蔵野線,南浦和,東京,0,40,52
JR武蔵野線,新八柱,東京,0,47,59
JR武蔵野線,東松戸,東京,0,44,56
JR武蔵野線,市川大野,東京,0,41,53
JR武蔵野線,船橋法典,東京,0,33,45
JR武蔵野線,西船橋,東京,0,29,41
JR湘南新宿ライン（宇都宮線・横須賀線）,大宮,東京,0,24,36
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,東京,0,26,38
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,東京,0,17,29
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,東京,0,17,29
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,東京,0,14,26
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,東京,0,26,38
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,東京,0,24,36
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,東京,0,16,28
JR湘南新宿ライン（宇都宮線・横須賀線）,西大井駅,東京,0,13,25
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,東京,0,18,30
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,東京,0,22,34
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,東京,0,30,42
JR湘南新宿ライン（高崎線・東海道線）,大宮,東京,0,24,36
JR湘南新宿ライン（高崎線・東海道線）,浦和,東京,0,26,38
JR湘南新宿ライン（高崎線・東海道線）,赤羽,東京,0,17,29
JR湘南新宿ライン（高崎線・東海道線）,池袋,東京,0,17,29
JR湘南新宿ライン（高崎線・東海道線）,新宿,東京,0,14,26
JR湘南新宿ライン（高崎線・東海道線）,渋谷,東京,0,26,38
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,東京,0,24,36
JR湘南新宿ライン（高崎線・東海道線）,大崎,東京,0,16,28
JR湘南新宿ライン（高崎線・東海道線）,西大井,東京,0,13,25
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,東京,0,18,30
JR湘南新宿ライン（高崎線・東海道線）,新川崎,東京,0,22,34
JR湘南新宿ライン（高崎線・東海道線）,横浜,東京,0,30,42
JR湘南新宿ライン（高崎線・東海道線）,保土ケ谷,東京,0,36,48
JR湘南新宿ライン（高崎線・東海道線）,東戸塚,東京,0,40,52
JR湘南新宿ライン（高崎線・東海道線）,戸塚,東京,0,41,53
JR湘南新宿ライン（高崎線・東海道線）,大船,東京,0,47,59
JR相模線,入谷,東京,1,14,26
JR総武本線,新日本橋,東京,0,3,15
JR総武本線,馬喰町,東京,0,5,17
JR総武本線,錦糸町,東京,0,9,21
JR総武本線,新小岩,東京,0,14,26
JR総武本線,市川,東京,0,19,31
JR総武本線,船橋,東京,0,26,38
JR総武本線,津田沼,東京,0,30,42
JR総武本線,稲毛,東京,0,39,51
JR総武本線,千葉,東京,0,43,55
JR総武本線,四街道,東京,0,46,58
JR総武線快速,新日本橋,東京,0,3,15
JR総武線快速,馬喰町,東京,0,5,17
JR総武線快速,錦糸町,東京,0,9,21
JR総武線快速,新小岩,東京,0,14,26
JR総武線快速,市川,東京,0,19,31
JR総武線快速,船橋,東京,0,26,38
JR総武線快速,津田沼,東京,0,30,42
JR総武線快速,稲毛,東京,0,39,51
JR総武線快速,千葉,東京,0,43,55
JR総武線快速,四街道,東京,0,46,58
JR高崎線,熊谷,東京,0,38,50
JR高崎線,宮原,東京,0,44,56
JR高崎線,大宮,東京,0,24,36
JR高崎線,さいたま新都心,東京,0,31,43
JR高崎線,浦和,東京,0,26,38
JR高崎線,赤羽,東京,0,17,29
JR高崎線,尾久,東京,0,12,24
JR高崎線,上野,東京,0,5,17
JR鶴見線,鶴見,東京,0,33,45
JR鶴見線,国道,東京,1,37,49
JR鶴見線,鶴見小野,東京,1,39,51
JR鶴見線,弁天橋,東京,1,41,53
JR鶴見線,浅野,東京,1,43,55
JR鶴見線,新芝浦,東京,1,46,58
JR鶴見線,海芝浦,東京,1,48,60
JR鶴見線,安善,東京,1,46,58
JR鶴見線,武蔵白石,東京,1,48,60
JR鶴見線,浜川崎,東京,1,48,60
つくばエクスプレス,秋葉原,東京,0,4,16
つくばエクスプレス,新御徒町,東京,1,16,28
つくばエクスプレス,南千住,東京,0,15,27
つくばエクスプレス,北千住,東京,0,18,30
つくばエクスプレス,青井,東京,1,28,40
つくばエクスプレス,六町,東京,1,30,42
つくばエクスプレス,八潮,東京,1,34,46
つくばエクスプレス,三郷中央,東京,1,39,51
つくばエクスプレス,流山セントラルパーク,東京,1,42,54
つくばエクスプレス,流山おおたかの森,東京,1,46,58
つくばエクスプレス,柏の葉キャンパス,東京,1,48,60
りんかい線,大崎,東京,0,16,28
りんかい線,大井町,東京,0,17,29
りんかい線,品川シーサイド,東京,1,27,39
りんかい線,天王洲アイル,東京,1,15,27
りんかい線,東京テレポート,東京,1,21,33
りんかい線,国際展示場,東京,1,19,31
りんかい線,新木場,東京,0,9,21
ディズニーリゾートライン,リゾートゲートウェイ・ステーション,東京,0,19,31
ディズニーリゾートライン,ベイサイド・ステーション,東京,1,28,40
ディズニーリゾートライン,東京ディズニーシー・ステーション,東京,1,25,37
京急大師線,京急川崎,東京,0,30,42
京急大師線,港町,東京,1,35,47
京急大師線,鈴木町,東京,1,37,49
京急大師線,川崎大師,東京,1,38,50
京急大師線,東門前,東京,1,39,51
京急大師線,産業道路,東京,1,41,53
京急大師線,小島新田,東京,1,42,54
京急本線,泉岳寺,東京,0,19,31
京急本線,品川,東京,0,7,19
京急本線,北品川,東京,1,16,28
京急本線,新馬場,東京,1,17,29
京急本線,青物横丁,東京,1,18,30
京急本線,鮫洲,東京,1,20,32
京急本線,立会川,東京,1,21,33
京急本線,大森海岸,東京,1,28,40
京急本線,平和島,東京,1,23,35
京急本線,大森町,東京,1,44,56
京急本線,梅屋敷,東京,1,43,55
京急本線,京急蒲田,東京,0,39,51
京急本線,雑色,東京,1,36,48
京急本線,六郷土手,東京,1,35,47
京急本線,京急川崎,東京,0,30,42
京急本線,八丁畷,東京,1,36,48
京急本線,鶴見市場,東京,1,37,49
京急本線,京急鶴見,東京,0,38,50
京急本線,花月園前,東京,1,42,54
京急本線,生麦,東京,1,43,55
京急本線,京急新子安,東京,0,41,53
京急本線,子安,東京,1,47,59
京急本線,神奈川新町,東京,1,38,50
京急本線,仲木戸,東京,0,44,56
京急本線,神奈川,東京,1,37,49
京急本線,横浜,東京,0,30,42
京急本線,戸部,東京,1,38,50
京急本線,日ノ出町,東京,1,40,52
京急本線,黄金町,東京,1,42,54
京急本線,南太田,東京,1,44,56
京急本線,上大岡,東京,1,46,58
京急空港線,京急蒲田,東京,0,39,51
京急空港線,糀谷,東京,1,31,43
京急空港線,大鳥居,東京,1,34,46
京急空港線,穴守稲荷,東京,1,36,48
京急空港線,天空橋,東京,1,27,39
京急空港線,羽田空港第3ターミナル,東京,1,29,41
京急空港線,羽田空港第1・第2ターミナル,東京,1,42,54
京成千葉線,京成津田沼,東京,1,40,52
京成千葉線,京成幕張本郷,東京,1,41,53
京成成田空港線,京成上野,東京,0,17,29
京成成田空港線,日暮里,東京,0,13,25
京成成田空港線,青砥,東京,1,33,45
京成成田空港線,京成高砂,東京,1,36,48
京成成田空港線,東松戸,東京,0,44,56
京成成田空港線,新鎌ヶ谷,東京,1,47,59
京成押上線,京成曳舟,東京,1,30,42
京成押上線,八広,東京,1,32,44
京成押上線,四ツ木,東京,1,35,47
京成押上線,京成立石,東京,1,37,49
京成押上線,青砥,東京,1,33,45
京成押上線,京成高砂,東京,1,36,48
京成本線,八千代台,東京,1,48,60
京成本線,京成津田沼,東京,1,40,52
京成本線,船橋競馬場,東京,1,42,54
京成本線,大神宮下,東京,1,40,52
京成本線,京成船橋,東京,0,33,45
京成本線,海神,東京,1,38,50
京成本線,京成西船,東京,0,39,51
京成本線,東中山,東京,1,41,53
京成本線,京成中山,東京,1,45,57
京成本線,鬼越,東京,1,46,58
京成本線,京成八幡,東京,1,34,46
京成本線,市川真間,東京,1,36,48
京成本線,国府台,東京,1,39,51
京成本線,江戸川,東京,1,39,51
京成本線,京成小岩,東京,1,41,53
京成本線,京成高砂,東京,1,36,48
京成本線,青砥,東京,1,33,45
京成本線,お花茶屋,東京,1,31,43
京成本線,堀切菖蒲園,東京,1,29,41
京成本線,京成関屋,東京,1,27,39
京成本線,千住大橋,東京,1,23,35
京成本線,町屋,東京,1,22,34
京成本線,新三河島,東京,1,19,31
京成本線,日暮里,東京,0,13,25
京成本線,京成上野,東京,0,17,29
京成金町線,京成高砂,東京,1,36,48
京成金町線,京成金町,東京,1,37,49
京王井の頭線,渋谷,東京,0,26,38
京王井の頭線,神泉,東京,1,35,47
京王井の頭線,駒場東大前,東京,1,37,49
京王井の頭線,池ノ上,東京,1,39,51
京王井の頭線,下北沢,東京,1,30,42
京王井の頭線,新代田,東京,1,43,55
京王井の頭線,東松原,東京,1,44,56
京王井の頭線,明大前,東京,1,27,39
京王井の頭線,富士見ヶ丘,東京,1,47,59
京王井の頭線,久我山,東京,1,45,57
京王井の頭線,三鷹台,東京,1,43,55
京王井の頭線,井の頭公園,東京,1,42,54
京王井の頭線,吉祥寺,東京,0,35,47
京王相模原線,調布,東京,1,43,55
京王線,初台,東京,1,25,37
京王線,幡ヶ谷,東京,1,27,39
京王線,新宿,東京,0,14,26
京王線,笹塚,東京,1,24,36
京王線,代田橋,東京,1,27,39
京王線,明大前,東京,1,27,39
京王線,下高井戸,東京,1,31,43
京王線,桜上水,東京,1,33,45
京王線,上北沢,東京,1,36,48
京王線,八幡山,東京,1,37,49
京王線,芦花公園,東京,1,45,57
京王線,千歳烏山,東京,1,35,47
京王線,仙川,東京,1,41,53
京王線,つつじヶ丘,東京,1,43,55
京王線,調布,東京,1,43,55
北総鉄道北総線,京成高砂,東京,1,36,48
北総鉄道北総線,新柴又,東京,1,43,55
北総鉄道北総線,東松戸,東京,0,44,56
北総鉄道北総線,新鎌ヶ谷,東京,1,47,59
千葉モノレール1号線,千葉,東京,0,43,55
小田急小田原線,新宿,東京,0,14,26
小田急小田原線,南新宿,東京,1,21,33
小田急小田原線,参宮橋,東京,1,23,35
小田急小田原線,代々木八幡,東京,1,25,37
小田急小田原線,代々木上原,東京,0,32,44
小田急小田原線,東北沢,東京,1,28,40
小田急小田原線,下北沢,東京,1,30,42
小田急小田原線,世田谷代田,東京,1,32,44
