line,price,from,to,trans,min,train+walk_min
JR川越線,3.6,武蔵高萩,新橋,2,95,115
JR川越線,5.0,高麗川,新橋,2,89,109
JR常磐線,6.2,山下,新橋,2,571,591
JR常磐線,4.0,大津港,新橋,2,505,525
JR常磐線,3.1,磯原,新橋,2,499,519
JR常磐線,1.9,南中郷,新橋,2,495,515
JR常磐線,1.9,高萩,新橋,2,166,186
JR常磐線,3.8,十王,新橋,2,188,208
JR常磐線,2.8,小木津,新橋,2,184,204
JR常磐線,3.4,日立,新橋,2,156,176
JR常磐線,3.5,常陸多賀,新橋,2,151,171
JR常磐線,3.5,大甕,新橋,2,147,167
JR常磐線,4.1,東海,新橋,2,142,162
JR常磐線,4.7,佐和,新橋,2,160,180
JR常磐線,4.7,勝田,新橋,2,135,155
JR常磐線,3.8,水戸,新橋,2,129,149
JR常磐線,3.5,赤塚,新橋,2,131,151
JR常磐線,2.8,内原,新橋,2,126,146
JR常磐線,2.9,友部,新橋,2,122,142
JR常磐線,2.5,岩間,新橋,2,117,137
JR常磐線,2.8,羽鳥,新橋,2,112,132
JR常磐線,2.6,石岡,新橋,2,107,127
JR常磐線,2.5,高浜,新橋,2,775,795
JR常磐線,3.0,神立,新橋,2,98,118
JR常磐線,3.9,土浦,新橋,2,87,107
JR常磐線,3.5,荒川沖,新橋,2,82,102
JR常磐線,3.0,ひたち野うしく,新橋,2,79,99
JR常磐線,3.0,牛久,新橋,2,75,95
JR常磐線,2.9,藤代,新橋,2,69,89
JR常磐線,4.1,取手,新橋,2,66,86
JR常磐線,3.9,天王台,新橋,2,62,82
JR常磐線,4.7,我孫子,新橋,2,59,79
JR常磐線,4.4,柏,新橋,2,54,74
JR常磐線,5.7,松戸,新橋,2,40,60
JR常磐線,7.2,北千住,新橋,2,31,51
JR常磐線,7.8,南千住,新橋,1,28,48
JR常磐線,7.7,三河島,新橋,2,36,56
JR常磐線,7.7,日暮里,新橋,1,28,48
JR常磐線,8.2,上野,新橋,1,22,42
JR常磐線各駅停車,5.9,綾瀬,新橋,2,30,50
JR常磐線各駅停車,6.0,亀有,新橋,2,34,54
JR常磐線各駅停車,4.9,金町,新橋,2,37,57
JR常磐線各駅停車,5.5,松戸,新橋,2,40,60
JR常磐線各駅停車,4.9,北松戸,新橋,2,44,64
JR常磐線各駅停車,4.0,馬橋,新橋,2,46,66
JR常磐線各駅停車,4.0,新松戸,新橋,2,48,68
JR常磐線各駅停車,4.2,北小金,新橋,2,51,71
JR常磐線各駅停車,4.0,南柏,新橋,2,54,74
JR常磐線各駅停車,4.4,柏,新橋,2,54,74
JR常磐線各駅停車,4.3,北柏,新橋,2,59,79
JR常磐線各駅停車,4.1,我孫子,新橋,2,59,79
JR御殿場線,4.5,国府津,新橋,2,88,108
JR御殿場線,4.1,下曽我,新橋,2,98,118
JR御殿場線,2.9,上大井,新橋,2,102,122
JR御殿場線,3.2,相模金子,新橋,2,111,131
JR御殿場線,3.2,松田,新橋,2,96,116
JR御殿場線,4.0,東山北,新橋,2,105,125
JR御殿場線,4.0,山北,新橋,2,109,129
JR御殿場線,4.0,谷峨,新橋,2,118,138
JR御殿場線,3.8,足柄,新橋,2,76,96
JR成田線,5.1,佐倉,新橋,2,84,104
JR成田線,3.5,酒々井,新橋,2,90,110
JR成田線,5.5,成田,新橋,2,97,117
JR成田線,4.8,久住,新橋,2,108,128
JR成田線,4.2,滑河,新橋,2,114,134
JR成田線,3.4,下総神崎,新橋,2,121,141
JR成田線,2.8,大戸,新橋,2,126,146
JR成田線,3.0,佐原,新橋,2,130,150
JR成田線,4.0,香取,新橋,2,135,155
JR成田線,4.1,水郷,新橋,2,142,162
JR成田線,3.7,小見川,新橋,2,147,167
JR成田線,3.9,笹川,新橋,2,153,173
JR成田線,3.9,下総橘,新橋,2,161,181
JR成田線,3.9,下総豊里,新橋,2,165,185
JR成田線,4.0,椎柴,新橋,2,170,190
JR成田線,3.1,松岸,新橋,2,161,181
JR成田線,4.0,銚子,新橋,2,165,185
JR日光線,4.3,宇都宮,新橋,2,92,112
JR東海道線,9.6,東京,新橋,0,13,33
JR東海道線,11.0,新橋,新橋,0,14,34
JR東海道線,9.1,品川,新橋,1,21,41
JR東海道線,6.5,川崎,新橋,2,33,53
JR東海道線,6.8,横浜,新橋,2,32,52
JR東海道線,5.0,戸塚,新橋,2,44,64
JR東海道線,5.7,大船,新橋,2,49,69
JR東海道線,5.6,藤沢,新橋,2,55,75
JR東海道線,5.9,辻堂,新橋,2,59,79
JR東海道線,5.7,茅ケ崎,新橋,2,64,84
