line,from,to,trans,min
JR川越線,西川越,虎ノ門,2,84
JR川越線,的場,虎ノ門,2,87
JR川越線,笠幡,虎ノ門,2,91
JR川越線,武蔵高萩,虎ノ門,2,95
JR川越線,高麗川,虎ノ門,2,99
JR常磐線,大津港,虎ノ門,2,173
JR常磐線,磯原,虎ノ門,1,158
JR常磐線,南中郷,虎ノ門,2,163
JR常磐線,高萩,虎ノ門,1,152
JR常磐線,十王,虎ノ門,2,154
JR常磐線,小木津,虎ノ門,2,150
JR常磐線,日立,虎ノ門,1,141
JR常磐線,常陸多賀,虎ノ門,1,137
JR常磐線,大甕,虎ノ門,1,137
JR常磐線,東海,虎ノ門,2,88
JR常磐線,佐和,虎ノ門,2,140
JR常磐線,勝田,虎ノ門,1,123
JR常磐線,水戸,虎ノ門,1,117
JR常磐線,赤塚,虎ノ門,1,48
JR常磐線,内原,虎ノ門,1,145
JR常磐線,友部,虎ノ門,1,106
JR常磐線,岩間,虎ノ門,1,136
JR常磐線,羽鳥,虎ノ門,1,131
JR常磐線,石岡,虎ノ門,1,95
JR常磐線,神立,虎ノ門,1,117
JR常磐線,土浦,虎ノ門,1,87
JR常磐線,荒川沖,虎ノ門,1,87
JR常磐線,ひたち野うしく,虎ノ門,1,83
JR常磐線,牛久,虎ノ門,1,79
JR常磐線,藤代,虎ノ門,1,70
JR常磐線,取手,虎ノ門,1,65
JR常磐線,天王台,虎ノ門,1,61
JR常磐線,我孫子,虎ノ門,4,226
JR常磐線,柏,虎ノ門,4,217
JR常磐線,松戸,虎ノ門,1,43
JR常磐線,北千住,虎ノ門,0,44
JR常磐線,南千住,虎ノ門,0,41
JR常磐線,三河島,虎ノ門,1,28
JR常磐線,日暮里,虎ノ門,1,24
JR常磐線,上野,虎ノ門,0,17
JR御殿場線,国府津,虎ノ門,1,79
JR御殿場線,下曽我,虎ノ門,2,92
JR御殿場線,上大井,虎ノ門,2,96
JR御殿場線,相模金子,虎ノ門,2,100
JR御殿場線,松田,虎ノ門,2,103
JR御殿場線,東山北,虎ノ門,2,108
JR御殿場線,山北,虎ノ門,2,112
JR御殿場線,谷峨,虎ノ門,2,120
JR成田線,佐倉,虎ノ門,1,74
JR成田線,酒々井,虎ノ門,1,80
JR成田線,成田,虎ノ門,1,99
JR成田線,久住,虎ノ門,1,101
JR成田線,滑河,虎ノ門,1,108
JR成田線,下総神崎,虎ノ門,1,114
JR成田線,大戸,虎ノ門,1,119
JR成田線,佐原,虎ノ門,1,123
JR成田線,香取,虎ノ門,1,128
JR成田線,水郷,虎ノ門,2,133
JR成田線,小見川,虎ノ門,2,138
JR成田線,笹川,虎ノ門,2,144
JR成田線,下総橘,虎ノ門,2,152
JR成田線,下総豊里,虎ノ門,2,156
JR成田線,椎柴,虎ノ門,2,161
JR成田線,松岸,虎ノ門,2,151
JR成田線,銚子,虎ノ門,2,155
JR東海道線,東京,虎ノ門,1,9
JR東海道線,新橋,虎ノ門,0,1
JR東海道線,品川,虎ノ門,1,12
JR東海道線,川崎,虎ノ門,1,23
JR東海道線,横浜,虎ノ門,1,35
JR東海道線,戸塚,虎ノ門,1,46
JR東海道線,大船,虎ノ門,1,52
JR東海道線,藤沢,虎ノ門,1,52
JR東海道線,辻堂,虎ノ門,1,62
JR東海道線,茅ケ崎,虎ノ門,1,60
JR東海道線,平塚,虎ノ門,1,67
JR東海道線,大磯,虎ノ門,1,81
JR東海道線,二宮,虎ノ門,1,75
JR東海道線,国府津,虎ノ門,1,79
JR東海道線,鴨宮,虎ノ門,1,93
JR東海道線,小田原,虎ノ門,1,85
JR東海道線,早川,虎ノ門,1,102
JR東海道線,根府川,虎ノ門,1,107
JR東海道線,真鶴,虎ノ門,1,112
JR東海道線,湯河原,虎ノ門,1,116
JR東金線,大網,虎ノ門,1,87
JR東金線,福俵,虎ノ門,2,92
JR東金線,東金,虎ノ門,2,99
JR東金線,求名,虎ノ門,2,106
JR東金線,成東,虎ノ門,2,99
JR根岸線,大船,虎ノ門,1,52
JR根岸線,本郷台,虎ノ門,1,73
JR根岸線,港南台,虎ノ門,1,70
JR根岸線,洋光台,虎ノ門,1,68
JR根岸線,新杉田,虎ノ門,1,64
JR根岸線,磯子,虎ノ門,1,63
JR根岸線,根岸,虎ノ門,1,60
JR根岸線,山手,虎ノ門,1,57
JR根岸線,石川町,虎ノ門,1,55
JR根岸線,関内,虎ノ門,1,53
JR根岸線,桜木町,虎ノ門,1,49
JR根岸線,横浜,虎ノ門,1,35
JR横浜線,八王子,虎ノ門,1,82
JR横浜線,片倉,虎ノ門,2,90
JR横浜線,八王子みなみ野,虎ノ門,2,88
JR横浜線,相原,虎ノ門,2,84
JR横浜線,橋本,虎ノ門,1,121
JR横浜線,相模原,虎ノ門,2,78
JR横浜線,矢部,虎ノ門,2,75
JR横浜線,淵野辺,虎ノ門,2,73
JR横浜線,古淵,虎ノ門,2,70
JR横浜線,町田,虎ノ門,1,66
JR横浜線,成瀬,虎ノ門,2,65
JR横浜線,長津田,虎ノ門,1,57
JR横浜線,十日市場,虎ノ門,2,64
JR横浜線,中山,虎ノ門,2,61
JR横浜線,鴨居,虎ノ門,2,58
JR横浜線,小机,虎ノ門,2,55
JR横浜線,新横浜,虎ノ門,1,45
JR横浜線,菊名,虎ノ門,1,51
JR横浜線,大口,虎ノ門,2,46
JR横浜線,東神奈川,虎ノ門,1,43
JR横須賀線,東京,虎ノ門,1,9
JR横須賀線,新橋,虎ノ門,0,1
JR横須賀線,品川,虎ノ門,1,12
JR横須賀線,西大井,虎ノ門,1,17
JR横須賀線,武蔵小杉,虎ノ門,1,24
JR横須賀線,新川崎,虎ノ門,1,26
JR横須賀線,横浜,虎ノ門,1,35
JR横須賀線,保土ケ谷,虎ノ門,1,40
JR横須賀線,東戸塚,虎ノ門,1,45
JR横須賀線,戸塚,虎ノ門,1,46
JR横須賀線,大船,虎ノ門,1,52
JR横須賀線,北鎌倉,虎ノ門,1,59
JR横須賀線,鎌倉,虎ノ門,1,62
JR横須賀線,逗子,虎ノ門,1,66
JR横須賀線,東逗子,虎ノ門,1,72
JR横須賀線,田浦,虎ノ門,1,76
JR横須賀線,横須賀,虎ノ門,1,79
JR横須賀線,衣笠,虎ノ門,1,83
JR横須賀線,久里浜,虎ノ門,1,92
JR武蔵野線,府中本町,虎ノ門,2,66
JR武蔵野線,北府中,虎ノ門,3,57
JR武蔵野線,西国分寺,虎ノ門,1,62
JR武蔵野線,新小平,虎ノ門,2,71
JR武蔵野線,新秋津,虎ノ門,1,80
JR武蔵野線,東所沢,虎ノ門,2,69
JR武蔵野線,新座,虎ノ門,2,66
JR武蔵野線,北朝霞,虎ノ門,1,65
JR武蔵野線,西浦和,虎ノ門,2,57
JR武蔵野線,武蔵浦和,虎ノ門,1,52
JR武蔵野線,南浦和,虎ノ門,1,52
JR武蔵野線,東浦和,虎ノ門,1,89
JR武蔵野線,東川口,虎ノ門,1,55
JR武蔵野線,南越谷,虎ノ門,0,78
JR武蔵野線,越谷レイクタウン,虎ノ門,1,87
JR武蔵野線,吉川,虎ノ門,1,86
JR武蔵野線,吉川美南,虎ノ門,1,84
JR武蔵野線,新三郷,虎ノ門,1,81
JR武蔵野線,南流山,虎ノ門,1,66
JR武蔵野線,新松戸,虎ノ門,1,59
JR武蔵野線,新八柱,虎ノ門,1,68
JR武蔵野線,東松戸,虎ノ門,1,47
JR武蔵野線,市川大野,虎ノ門,1,62
JR武蔵野線,船橋法典,虎ノ門,1,59
JR武蔵野線,西船橋,虎ノ門,1,47
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,虎ノ門,1,40
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,虎ノ門,1,30
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,虎ノ門,1,27
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,虎ノ門,1,18
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,虎ノ門,0,12
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,虎ノ門,0,19
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,虎ノ門,1,19
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,虎ノ門,1,24
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,虎ノ門,1,26
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,虎ノ門,1,35
JR湘南新宿ライン（高崎線・東海道線）,浦和,虎ノ門,1,40
JR湘南新宿ライン（高崎線・東海道線）,赤羽,虎ノ門,1,30
JR湘南新宿ライン（高崎線・東海道線）,池袋,虎ノ門,1,27
JR湘南新宿ライン（高崎線・東海道線）,新宿,虎ノ門,1,18
JR湘南新宿ライン（高崎線・東海道線）,渋谷,虎ノ門,0,12
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,虎ノ門,0,19
JR湘南新宿ライン（高崎線・東海道線）,大崎,虎ノ門,1,19
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,虎ノ門,1,24
JR湘南新宿ライン（高崎線・東海道線）,横浜,虎ノ門,1,35
JR湘南新宿ライン（高崎線・東海道線）,戸塚,虎ノ門,1,46
JR湘南新宿ライン（高崎線・東海道線）,大船,虎ノ門,1,52
JR相模線,橋本,虎ノ門,1,121
JR相模線,南橋本,虎ノ門,3,88
JR相模線,上溝,虎ノ門,2,116
JR相模線,番田,虎ノ門,2,110
JR相模線,原当麻,虎ノ門,2,103
JR相模線,下溝,虎ノ門,2,101
JR相模線,相武台下,虎ノ門,2,95
JR相模線,入谷,虎ノ門,0,36
JR相模線,海老名,虎ノ門,1,81
JR相模線,厚木,虎ノ門,1,85
JR相模線,社家,虎ノ門,2,88
JR相模線,門沢橋,虎ノ門,2,85
JR相模線,倉見,虎ノ門,2,83
JR相模線,宮山,虎ノ門,2,80
JR相模線,寒川,虎ノ門,2,77
JR相模線,香川,虎ノ門,2,74
JR相模線,北茅ケ崎,虎ノ門,2,71
JR相模線,茅ケ崎,虎ノ門,1,60
JR総武本線,東千葉,虎ノ門,2,62
JR総武本線,都賀,虎ノ門,1,64
JR総武本線,四街道,虎ノ門,1,69
JR総武本線,物井,虎ノ門,1,70
JR総武本線,佐倉,虎ノ門,1,74
JR総武本線,南酒々井,虎ノ門,2,79
JR総武本線,八街,虎ノ門,1,98
JR総武本線,日向,虎ノ門,3,100
JR総武本線,成東,虎ノ門,2,99
JR総武本線,横芝,虎ノ門,2,113
JR総武本線,飯倉,虎ノ門,2,118
JR総武本線,飯岡,虎ノ門,2,138
JR総武本線,倉橋,虎ノ門,2,142
JR総武本線,猿田,虎ノ門,2,146
JR総武本線,松岸,虎ノ門,2,151
JR総武本線,銚子,虎ノ門,2,155
JR総武線快速,東京,虎ノ門,1,9
JR総武線快速,新日本橋,虎ノ門,0,20
JR総武線快速,馬喰町,虎ノ門,1,14
JR総武線快速,錦糸町,虎ノ門,1,18
JR総武線快速,新小岩,虎ノ門,1,24
JR総武線快速,市川,虎ノ門,1,29
JR総武線快速,船橋,虎ノ門,1,36
JR総武線快速,津田沼,虎ノ門,1,40
JR総武線快速,稲毛,虎ノ門,1,50
JR総武線快速,千葉,虎ノ門,1,54
JR青梅線,立川,虎ノ門,1,69
JR青梅線,西立川,虎ノ門,1,73
JR青梅線,東中神,虎ノ門,1,75
JR青梅線,中神,虎ノ門,1,77
JR青梅線,昭島,虎ノ門,1,80
JR青梅線,拝島,虎ノ門,1,83
JR青梅線,牛浜,虎ノ門,1,87
JR青梅線,福生,虎ノ門,1,89
JR青梅線,羽村,虎ノ門,1,92
