line,from,to,trans,min
つくばエクスプレス,浅草,内幸町,0,26
つくばエクスプレス,南千住,内幸町,0,34
つくばエクスプレス,北千住,内幸町,0,37
つくばエクスプレス,青井,内幸町,1,43
つくばエクスプレス,六町,内幸町,1,45
つくばエクスプレス,八潮,内幸町,1,49
つくばエクスプレス,三郷中央,内幸町,1,53
つくばエクスプレス,南流山,内幸町,1,57
つくばエクスプレス,流山セントラルパーク,内幸町,1,59
つくばエクスプレス,流山おおたかの森,内幸町,1,62
つくばエクスプレス,柏の葉キャンパス,内幸町,1,65
つくばエクスプレス,柏たなか,内幸町,1,68
つくばエクスプレス,守谷,内幸町,1,72
つくばエクスプレス,みらい平,内幸町,1,78
つくばエクスプレス,みどりの,内幸町,1,81
つくばエクスプレス,万博記念公園,内幸町,3,533
