line,from,to,trans,min
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,溜池山王,0,27
JR湘南新宿ライン（高崎線・東海道線）,横浜,溜池山王,1,34
JR湘南新宿ライン（高崎線・東海道線）,戸塚,溜池山王,1,45
JR湘南新宿ライン（高崎線・東海道線）,大船,溜池山王,1,51
JR相模線,橋本,溜池山王,2,74
JR相模線,南橋本,溜池山王,1,123
JR相模線,上溝,溜池山王,1,119
JR相模線,番田,溜池山王,1,114
JR相模線,原当麻,溜池山王,1,108
JR相模線,下溝,溜池山王,1,106
JR相模線,相武台下,溜池山王,1,100
JR相模線,入谷,溜池山王,1,27
JR相模線,海老名,溜池山王,1,67
JR相模線,厚木,溜池山王,0,85
JR相模線,社家,溜池山王,1,103
JR相模線,門沢橋,溜池山王,1,109
JR相模線,倉見,溜池山王,1,111
JR相模線,宮山,溜池山王,1,117
JR相模線,寒川,溜池山王,1,120
JR相模線,香川,溜池山王,1,127
JR相模線,北茅ケ崎,溜池山王,1,129
JR相模線,茅ケ崎,溜池山王,1,62
JR総武本線,東千葉,溜池山王,2,64
JR総武本線,都賀,溜池山王,1,63
JR総武本線,四街道,溜池山王,1,67
JR総武本線,物井,溜池山王,1,72
JR総武本線,佐倉,溜池山王,1,76
JR総武本線,南酒々井,溜池山王,2,81
JR総武本線,八街,溜池山王,1,100
JR総武本線,日向,溜池山王,2,104
JR総武本線,成東,溜池山王,1,114
JR総武本線,横芝,溜池山王,2,115
JR総武本線,飯倉,溜池山王,2,120
JR総武本線,飯岡,溜池山王,2,140
JR総武本線,倉橋,溜池山王,2,144
JR総武本線,猿田,溜池山王,2,148
JR総武本線,松岸,溜池山王,2,153
JR総武本線,銚子,溜池山王,2,157
JR総武線快速,東京,溜池山王,0,16
JR総武線快速,新日本橋,溜池山王,0,22
JR総武線快速,馬喰町,溜池山王,1,18
JR総武線快速,錦糸町,溜池山王,1,22
JR総武線快速,新小岩,溜池山王,1,28
JR総武線快速,市川,溜池山王,1,33
JR総武線快速,船橋,溜池山王,1,38
JR総武線快速,津田沼,溜池山王,1,42
JR総武線快速,稲毛,溜池山王,1,52
JR総武線快速,千葉,溜池山王,1,56
JR青梅線,立川,溜池山王,1,57
JR青梅線,西立川,溜池山王,1,61
JR青梅線,東中神,溜池山王,1,63
JR青梅線,中神,溜池山王,1,65
JR青梅線,昭島,溜池山王,1,68
JR青梅線,拝島,溜池山王,1,71
JR青梅線,牛浜,溜池山王,1,74
JR青梅線,福生,溜池山王,1,76
JR青梅線,羽村,溜池山王,1,79
JR青梅線,小作,溜池山王,1,83
JR青梅線,河辺,溜池山王,1,86
JR青梅線,東青梅,溜池山王,1,89
JR青梅線,青梅,溜池山王,1,91
JR青梅線,宮ノ平,溜池山王,2,102
JR青梅線,日向和田,溜池山王,2,104
JR青梅線,石神前,溜池山王,2,106
JR青梅線,二俣尾,溜池山王,2,109
JR青梅線,軍畑,溜池山王,2,120
JR青梅線,沢井,溜池山王,2,122
JR青梅線,御嶽,溜池山王,2,125
JR青梅線,川井,溜池山王,2,130
JR青梅線,古里,溜池山王,2,133
JR青梅線,鳩ノ巣,溜池山王,2,137
JR青梅線,奥多摩,溜池山王,2,142
JR高崎線,高崎,溜池山王,1,80
JR高崎線,倉賀野,溜池山王,1,131
JR高崎線,神保原,溜池山王,1,120
JR高崎線,本庄,溜池山王,1,116
JR高崎線,岡部,溜池山王,1,111
JR高崎線,深谷,溜池山王,1,106
JR高崎線,籠原,溜池山王,1,98
JR高崎線,熊谷,溜池山王,1,70
JR高崎線,行田,溜池山王,1,86
JR高崎線,北鴻巣,溜池山王,1,79
JR高崎線,鴻巣,溜池山王,1,74
JR高崎線,北本,溜池山王,1,70
JR高崎線,桶川,溜池山王,1,65
JR高崎線,北上尾,溜池山王,1,62
JR高崎線,上尾,溜池山王,4,785
JR高崎線,宮原,溜池山王,1,54
JR高崎線,さいたま新都心,溜池山王,1,43
JR高崎線,浦和,溜池山王,1,38
JR高崎線,赤羽,溜池山王,0,47
JR高崎線,尾久,溜池山王,1,24
JR高崎線,上野,溜池山王,0,19
JR鶴見線,鶴見,溜池山王,1,37
JR鶴見線,国道,溜池山王,2,41
JR鶴見線,鶴見小野,溜池山王,2,43
JR鶴見線,弁天橋,溜池山王,2,45
JR鶴見線,浅野,溜池山王,2,47
JR鶴見線,新芝浦,溜池山王,2,51
JR鶴見線,安善,溜池山王,2,48
JR鶴見線,大川,溜池山王,2,54
JR鶴見線,武蔵白石,溜池山王,2,50
JR鶴見線,浜川崎,溜池山王,2,52
JR鶴見線,昭和,溜池山王,2,56
